0.049288061	0.073868751	0.014653383	0.025328763	-0.019074211
0.048913043	0.070233325	0.026747704	0.02407156	-0.077974077
0.038793103	0.066693683	0.021185728	0.023834665	-0.035637093
0.037553648	0.062374058	0.030852308	0.024147442	-0.054507556
0.037393162	0.052190593	0.032268841	0.022851824	-0.058615401
0.041622199	0.04794312	0.033786172	0.024508469	-0.009206087
0.04375667	0.042058619	0.03396434	0.024287383	0.034898083
0.040339703	0.035550873	0.037967142	0.025063877	-0.009798257
0.043294615	0.032822954	0.052487634	0.023495515	-0.018223689
0.047770701	0.029422265	0.060799993	0.023870445	0.019058262
0.05857295	0.027933127	0.07142935	0.02522883	-0.033811453
0.040625	0.02726481	0.08018623	0.023875493	0.079170982
0.037578288	0.021781974	0.071899711	0.023565112	0.041797513
0.043523316	0.029861264	0.071222686	0.025344222	0.021463261
0.050829876	0.03311026	0.077827494	0.025366084	0.139595486
0.056876939	0.040007003	0.080102974	0.024904997	0.070692132
0.054582904	0.054633492	0.090496614	0.025918401	-0.080072993
0.053278689	0.055570891	0.067489337	0.023679745	0.012156201
0.054192229	0.05816873	0.083461978	0.026406869	0.006497135
0.060204082	0.060623238	0.083113641	0.025572718	-0.058875931
0.05465587	0.057531229	0.064564058	0.02557682	0.074274549
0.055724417	0.058939976	0.073453865	0.023197516	-0.00914349
0.04527163	0.066152914	0.059701265	0.022223083	-0.036568819
0.037037037	0.064822532	0.043851909	0.020612658	0.033240549
0.046277666	0.066299138	0.058642765	0.020050183	-0.011220435
0.02979146	0.057719996	0.044564227	0.016645248	0.03270387
0.022704837	0.048384816	0.028969626	0.016000983	-0.00717501
0.009784736	0.037415825	0.027238999	0.014923086	-0.123600311
0	0.026662241	0.013294912	0.012922366	0.18481082
-0.011673152	0.022434486	0.025275797	0.012604946	0.041732899
-0.017458778	0.019873544	-0.003707648	0.008578366	0.013338531
-0.025986526	0.013224069	-0.013199971	0.004154578	0.086736825
-0.03646833	0.010071804	0.006010284	0.002236848	0.065476676
-0.041266795	0.004694003	-0.024627029	0.001577682	-0.00347252
-0.042348412	-0.002842524	-0.016855267	-0.000643866	0.100473304
-0.042471042	-0.006126773	-0.010091804	-0.00172722	0.057168027
-0.05	-0.007289515	-0.042865349	-0.004548826	-0.072196786
-0.052073288	-0.012102752	-0.020937711	-0.006956324	0.061001673
-0.055019305	-0.01079258	-0.025293453	-0.010904886	0.065080291
-0.051356589	-0.005760883	-0.036130608	-0.013307267	0.001275774
-0.037109375	-0.010237069	-0.028302981	-0.014063455	0.096010866
-0.031496063	-0.009315349	-0.03003264	-0.015578909	0.014245286
-0.019743337	-0.009655729	-0.013705695	-0.015569341	-0.032363079
-0.014822134	-0.005883308	0.004228391	-0.014166963	0.051956825
-0.002988048	-0.001655113	-0.008582705	-0.013973687	0.034692521
0.011011011	0.000624754	0.011459433	-0.012753035	-0.058203461
0.011055276	-0.003610794	0.015545281	-0.012673387	0.032248989
0.015120968	-0.006110229	0.02089103	-0.011519548	-0.038735065
0.019230769	-0.006676729	0.032889079	-0.009960387	0.102422457
0.02034588	-0.00361528	0.016444654	-0.006616308	0.027535526
0.026557712	-0.00379134	0.028746961	-0.004400877	-0.051507756
0.02247191	-0.005549435	0.026547067	-0.004092686	0.121807687
0.019269777	-0.005171475	0.033329725	-0.00260321	0.003274857
0.022357724	-0.008166427	0.029155877	-0.002812562	0.028865093
0.011077543	-0.009206703	0.035888493	-0.003994143	0.043769152
-0.001003009	-0.002040733	0.007612936	-0.003713479	0.05220981
-0.005994006	0.004688201	0.006383485	-0.003805724	0.018169526
-0.011881188	0.006352223	0.015349083	-0.004004204	0.133853788
-0.002982107	0.009018828	0.028047403	-0.003347203	0.068822441
-0.002979146	0.01116166	0.015158167	-0.00353913	0.017172054
0.002979146	0.013963421	0.029875975	-0.00242683	0.106209577
0.007976072	0.021373314	0.033006122	-0.001734153	0.056360142
0.014925373	0.030377702	0.035434016	-0.001005318	0.049024504
0.021978022	0.029885246	0.046754751	0.000860308	0.187766368
0.021890547	0.031915185	0.037856069	0.001166825	0.045335086
0.028827038	0.034880057	0.049234282	0.002735957	0.12571482
0.027888446	0.036894907	0.072922061	0.006935037	0.217893784
0.044176707	0.035090589	0.085972286	0.009403013	0.096017637
0.055276382	0.029431655	0.094832985	0.011599427	0.031435937
0.046092184	0.026071241	0.081716451	0.012145624	0.174197519
0.046859422	0.033835602	0.073150828	0.012586465	0.067336926
0.048804781	0.036722782	0.086384259	0.013790766	0.180547268
0.040594059	0.033955284	0.080258	0.014388545	0.10828498
0.046488625	0.035350421	0.087017143	0.015411578	-0.0113878
0.039215686	0.026572423	0.090316797	0.015817048	0.182207925
0.043010753	0.067398868	0.09353876	0.016093877	0.07203352
0.040895813	0.031909111	0.096187178	0.015726116	0.063178182
0.037681159	0.02999775	0.086331623	0.01732899	0.054369589
0.039728682	0.026501533	0.06057227	0.015708487	0.068154521
0.030769231	0.023404059	0.072820376	0.015495182	0.022261032
0.022857143	0.023308369	0.06524481	0.014237856	0.12779181
0.037356322	0.029996319	0.074345771	0.014899024	0.054539195
0.031428571	0.029306517	0.076294821	0.016438961	0.063857473
0.031339031	-0.016238336	0.073390764	0.016756974	0.128776353
0.019980971	0.024039278	0.079060006	0.015755442	0.045628263
0.024574669	0.025817979	0.098278469	0.013436587	0.098460449
