54.2226	1792626.989	1081112.413	1868887.375	3471986.49	2359388.388	962820.9468
55.9982	1795744.751	1087163.305	1880214.445	3472907.94	2341423.299	961908.7735
57.5259	1806682.292	1092147.036	1886711.514	3465196.856	2346981	966804.7157
56.5084	1801562.811	1076271.364	1907128.872	3426357.354	2340416.378	971272.4928
55.2555	1804226.293	1079950.534	1900645.826	3438172.249	2322552.44	967237.5257
54.9909	1806486.249	1084267.984	1885642.204	3433971.444	2351274.303	957543.3754
57.1566	1782840.069	1063771.167	1858513.036	3389979.655	2316139.546	946206.3774
58.0908	1801998.682	1082184.723	1859510.766	3454030.894	2327696.338	951688.7241
58.5252	1821620.777	1089982.033	1859767.576	3475265.845	2344599.333	963016.4149
57.5144	1824198.926	1097110.383	1873930.652	3507218.718	2379416.84	960368.3221
57.0825	1836377.156	1109314.502	1874002.232	3538638.12	2391079.382	961764.5035
57.7812	1850388.675	1127324.498	1875627.231	3636000.158	2426002.64	963463.1944
58.2352	1818862.758	1106288.846	1855051.225	3501920.939	2368871.567	945647.9118
57.6512	1812302.073	1111765.286	1859339.559	3478000.165	2350851.304	943088.2458
57.4999	1828421.29	1110378.775	1871921.169	3501029.52	2373951.095	947132.5201
57.9814	1831626.62	1098465.586	1863585.824	3469688.646	2361437.958	955742.3055
58.2577	1843341.367	1106909.002	1862360.795	3530393.565	2419838.027	959553.8829
59.8188	1850407.083	1109058.77	1862346.772	3572997.396	2425395.728	951981.9263
59.7425	1824962.194	1099995.198	1883220.193	3505909.289	2396209.487	947304.7117
58.165	1839598.659	1095133.975	1863472.174	3489535.64	2437320.346	942236.5779
57.1521	1844259.129	1093972.096	1882023.21	3463674.97	2424692.263	955984.3096
57.7466	1837467.821	1104376.266	1861805.105	3488856.676	2448104.706	953531.685
57.7756	1834084.855	1109863.003	1858869.473	3484025.405	2489417.868	945773.5674
58.3799	1837098.875	1122692.636	1855051.225	3499429.106	2483248.658	944279.6519
58.7767	1679367.261	1101419.586	1954350.779	2994991.237	2025476.106	916365.2616
57.8322	1804014.077	1119138.652	1814713.178	3453970.832	2384832.009	918682.9924
57.7919	1809839.106	1105895.162	1821238.293	3360276.128	2372751.066	924635.3778
58.1387	1818276.864	1089751.413	1840018.093	3319205.747	2337519.755	927311.3922
57.3192	1827602.536	1095858.725	1833435.42	3381462.582	2378777.744	928572.6108
56.6591	1835927.348	1090984.737	1830443.696	3435008.355	2379062.809	917454.3576
56.2652	1811467.147	1077195.215	1821053.063	3413191.435	2333001.16	909188.9553
55.6324	1824090.452	1082998.622	1800892.516	3423357.419	2327434.263	901444.8071
55.3916	1836347.047	1089353.42	1796475.044	3395023.383	2315261.363	916840.0315
55.859	1841115.991	1097168.643	1786159.727	3422096.487	2362817.302	913256.5061
56.53	1845003.989	1111885.115	1783010.819	3479328.061	2457216.517	911664.8565
55.806	1854887.682	1129180.238	1781357.773	3512784.353	2445301.095	913675.364
54.9371	1827625.677	1106651.011	1753216.852	3520707.893	2340972.713	891787.8856
55.5607	1834416.985	1107061.98	1751892.197	3509135.485	2276297.684	890731.4423
56.3848	1847667.471	1113730.769	1766610.962	3499969.479	2264244.327	898866.5268
57.9224	1872471.241	1115385.148	1795578.406	3533455.802	2252292.123	909086.5762
56.7005	1880890.591	1123338.323	1808530.475	3590668.909	2275451.686	916030.2546
56.9059	1905461.502	1137230.18	1834064.155	3620584.892	2310705.986	921754.6053
59.0818	1891562.929	1121403.101	1843795.736	3566863.597	2299461.845	916728.3453
61.4757	1900118.365	1117882.266	1836372.517	3610418.909	2258410.757	912940.0445
61.5624	1935559.892	1132087.904	1839379.729	3620838.944	2304302.287	938857.8278
59.9273	1936184.838	1146390.729	1851975.362	3620353.97	2268546.825	942008.5432
59.8923	1944099.156	1157525.007	1869058.582	3607569.127	2298031.924	941785.1535
61.3668	1962392.994	1176147.752	1869016.512	3616037.703	2327323.915	942971.9146
62.1625	1926561.616	1165503.505	1845819.241	3555739.229	2364049.516	928181.6918
61.0264	1934321.44	1168230.194	1862304.702	3550307.523	2387333.22	933980.5
62.5625	1955142.675	1171214.664	1879359.876	3582872.395	2380975.499	941454.7225
61.6079	1976828.683	1169754.238	1905449.245	3604107.347	2403827.009	948882.4091
62.3636	1983502.313	1168046.117	1921492.665	3542656.5	2391249.502	954378.7079
62.3837	2004983.074	1180413.72	1948607.81	3656664.705	2384992.933	952237.8998
61.1106	1997721.315	1167875.226	1948635.857	3522033.548	2362201.195	943711.879
61.732	2021067.71	1162850.52	1946940.741	3548360.725	2350129.447	942948.638
61.2143	2026876.566	1173068.145	1941113.011	3557877.776	2396839.387	965036.2296
61.8103	2020864.698	1173747.19	1959735.627	3548827.232	2343785.52	966702.3366
62.6213	2032102.025	1187516.329	1963896.288	3537836.793	2402599.392	967479.5471
61.3632	2056278.613	1203376.557	1947197.551	3646771.239	2385011.324	969206.1595
64.1151	2008061.523	1181255.83	1944318.012	3580768.541	2368834.784	948514.7494
65.2523	1995696.454	1194269.329	1965689.565	3364645.555	2398485.405	948631.0978
63.1922	2026853.425	1191315.119	1963667.524	3545741.866	2392090.901	957143.1492
63.8951	2041432.169	1195147.476	1990398.186	3555258.918	2368315.231	966990.8767
64.2905	2055478.268	1195977.24	2000685.457	3557616.823	2385581.453	973217.85
63.115	2072718.258	1200001.082	2001597.584	3608252.753	2397588.831	972152.0995
62.829	2061430.179	1187569.861	2018467.527	3529592.238	2357438.915	966679.0601
62.9014	2076221.138	1203190.221	2008893.13	3555579.933	2303994.233	967158.4233
64.5543	2089711.452	1211046.21	2007411.291	3565048.487	2403716.661	988771.3138
64.1536	2095887.018	1211694.577	2025563.82	3544328.54	2404006.323	991349.5941
64.4543	2103287.1	1221662.038	2029909.711	3563642.063	2433610.966	993425.2519
66.2873	2117829.027	1238523.13	2020691.75	3722436.48	2445273.508	993816.1882
64.9846	2085240.057	1206771.786	2018624.711	3591946.068	2381964.029	978337.1819
64.3462	2079161.264	1208152.939	2033756.005	3396543.028	2347054.565	976568.6785
63.6887	2093961.427	1215089.806	2043031.523	3569170.764	2388298.761	980198.7571
64.6352	2113738.018	1213016.631	2066912.156	3538654.346	2347620.096	981613.5529
64.8868	2121472.464	1215511.07	2066698.88	3572480.151	2371225.647	985220.3549
65.3911	2133685.275	1220523.011	2066684.857	3562362.664	2371938.309	982400.0705
66.755	2116814.23	1204872.181	2076886.524	3532689.168	2390891.928	971924.0476
65.1885	2138182.046	1209179.335	2062709.426	3577408.417	2396776.074	967419.0417
65.6234	2153872.359	1219568.06	2055728.247	3546940.496	2437482.325	994695.7777
66.5831	2157702.636	1224426.604	2085036.64	3545728.062	2413964.132	995556.7528
66.1431	2164828.309	1239400.857	2085863.163	3576323.008	2437703.02	993025.0084
66.89	2176861.249	1260038.096	2073952.357	3626910.441	2443619.351	990749.2375
65.8639	2150959.845	1238879.937	2058150.259	3581385.203	2362795.368	976280.1385
66.4424	2152956.833	1242998.076	2065844.311	3599437.793	2392340.239	978365.1034
67.201	2160760.441	1246357.897	2081987.358	3545000.601	2397985.299	985248.2765
67.7826	2163700.567	1244394.464	2128950.148	3447862.583	2367902.484	996813.3092
69.0259	2195053.582	1249720.397	2136146.068	3535137.166	2391075.84	1003165.938
69.5885	2213073.012	1255339.937	2134636.182	3562240.301	2379371.918	997320.594
69.5801	2210923.766	1234268.668	2154198.971	3512962.298	2356207.757	990600.3053
70.6142	2213135.205	1236061	2154555.408	3549746.442	2373828.01	994044.2229
68.7424	2221607.543	1240781.591	2167308.224	3450717.027	2396670.324	1020543.748
68.8586	2245235.315	1253631.607	2183522.852	3567489.582	2425645.066	1024499.596
69.2461	2243764.003	1273988.003	2189549.835	3608347.507	2425539.316	1026002.819
69.1782	2262023.262	1291793.749	2196403.341	3679703.384	2454877.285	1031191.963
70.9649	2213898.473	1264056.16	2157704.316	3654528.58	2438792.702	1009876.92
72.5172	2223302.51	1268564.884	2187197.939	3494503.261	2414865.304	1014605.315
72.2095	2236022.588	1273780.865	2202743.227	3568896.006	2449659.822	1022926.561
71.5657	2243816.992	1273186.03	2218487.768	3525303.761	2449085.096	1034347.323
70.674	2248682.709	1275310.267	2230057.625	3495272.317	2401432.603	1040155.439
72.0736	2266231.688	1279456.616	2254850.385	3542658.922	2454371.526	1040322.985
72.9956	2259071.434	1252464.58	2260363.748	3449079.68	2443233.134	1032476.441
75.883	2260844.766	1264525.808	2216878.256	3465822.841	2425364.599	1031508.425
72.2924	2271662.394	1273821.631	2243822.194	3466192.354	2412851.461	1054806.037
72.2849	2272826.953	1281465.753	2253924.235	3467792.768	2459851.064	1056495.42
72.1741	2285323.375	1297297.77	2298564.64	3492228.546	2477590.861	1069275.136
72.7898	2297561.562	1320375.917	2269569.15	3582528.433	2430182.052	1060376.81
70.7344	2253753.674	1291897.924	2244591.16	3428214.241	2426201.401	1041486.47
73.5955	2258653.971	1302605.789	2267217.254	3423558.492	2402195.84	1044837.298
75.4655	2266233.924	1304696.668	2285070.904	3443823.496	2425231.263	1054689.688
73.825	2266473.752	1298959.767	2295985.445	3399988.764	2406507.534	1064383.838
73.7798	2275690.95	1298648.245	2318227.055	3391404.728	2447250.568	1071364.745
