0.127273	0.133333	0.287671	0.309859	0.115385	0.323529	0.151426	0.174284	0.007762	0.011882	0.149266	0.067218	0.021585	0.045738	-0.010536	-0.009679	0.032775	-0.017816	0.164039	0.388442	-0.068001	-0.313353	0.004077	0.292658	-0.083201	0.093540	-0.265957	-0.459191	-0.209187	0.018100	-0.002481	0.007353	-0.019608	0.005051	0.004854	-0.012626	0.014635	0.023288	-0.007403	0.008622	0.004019	-0.017836
0.175439	0.150943	0.256410	0.318841	0.071429	0.303030	0.046874	0.076329	0.018994	0.140489	0.127308	0.034914	0.014965	0.043866	-0.013309	-0.006056	0.033429	-0.019520	0.069975	-0.056186	0.266331	-0.442954	-0.187333	0.006949	0.199210	0.057812	0.419285	-0.375674	-0.089175	0.128571	-0.004963	0.007353	-0.019802	0.000000	0.004890	-0.007614	0.009220	0.022630	-0.011102	0.001466	0.004027	-0.019566
0.086207	0.169811	0.242857	0.294118	0.206349	0.276923	0.128519	0.091240	0.014678	0.119827	0.189993	0.090681	0.017879	0.046546	-0.008371	-0.003715	0.035401	-0.020261	0.855225	0.186210	0.336396	0.210634	0.566301	0.123716	0.684437	0.077009	0.213362	0.099180	0.422111	0.020270	-0.002475	-0.004890	-0.009950	0.007576	0.012195	0.002545	0.012033	0.016693	-0.007839	0.010341	0.011491	-0.020348
-0.016949	0.072727	0.169014	0.242424	0.206349	0.169231	0.147784	0.141886	0.025107	0.096346	0.209240	0.006745	0.022259	0.052029	-0.015939	0.000284	0.035776	-0.015873	0.612432	0.295401	0.317702	-0.332726	1.087335	0.304716	0.691943	0.359279	0.382675	-0.299822	1.190275	0.369048	0.002525	-0.002500	0.005051	0.010178	0.009780	0.015464	0.016688	0.020621	-0.022832	0.012646	0.008982	-0.015990
-0.016667	0.125000	0.116883	0.276923	0.176471	0.108108	0.061821	0.145736	0.040055	0.130559	0.190799	0.256720	0.022282	0.052393	-0.012022	0.006816	0.041374	-0.007790	0.360123	0.207230	-0.316647	-0.249886	0.383694	-0.641362	0.432914	0.271842	-0.280070	-0.209738	0.457746	-0.622163	0.020151	0.004963	0.012626	0.022843	0.041872	0.033854	0.021680	0.024963	-0.020143	0.026823	0.041887	-0.007944
-0.064935	0.074627	0.085106	0.217949	0.259740	0.041237	0.062924	0.159495	0.061356	0.094440	0.214999	0.107427	0.028042	0.054479	-0.004867	0.015915	0.035062	-0.005689	-0.278808	-0.029859	-0.573123	-0.343586	0.056668	-0.730186	-0.300436	-0.058953	-0.585925	-0.363272	0.024978	-0.738276	0.014963	0.000000	0.017677	0.035623	0.031630	0.025773	0.024313	0.022864	-0.012354	0.040485	0.031524	-0.005808
-0.131579	0.029412	-0.050505	0.210526	0.309859	0.023810	0.099117	0.184488	0.060336	0.113587	0.148050	0.121658	0.026928	0.049667	0.011860	0.017679	0.034487	0.001225	-0.413765	-0.159970	-0.594661	-0.442545	-0.371610	-0.298598	-0.363776	-0.088339	-0.560096	-0.395009	-0.318028	-0.238782	0.015267	0.022670	0.007595	0.030928	0.034568	0.018373	0.023626	0.034052	0.013294	0.034198	0.034570	0.001161
-0.086957	0.045455	0.010204	0.166667	0.353846	0.047619	0.097537	0.151159	0.085742	0.115543	0.216689	0.091638	0.024178	0.042564	0.003498	0.022629	0.033489	-0.009865	-0.488192	-0.333475	0.316390	-0.644559	-0.181212	-0.547126	-0.480592	-0.323578	0.335938	-0.639279	-0.169053	-0.540404	0.012531	-0.009804	0.007538	0.012690	0.046683	0.007653	0.020866	0.011966	0.002130	0.010279	0.047095	-0.009932
0.046875	0.102941	0.112360	0.260274	0.223881	0.100000	0.097848	0.155119	0.086022	0.072757	0.078475	0.073025	0.018328	0.046280	0.006387	0.013645	0.033692	-0.007341	-0.331721	-0.415651	-0.103052	-0.672952	-0.041715	-0.721722	-0.445946	-0.515531	-0.256363	-0.728853	-0.205510	-0.769285	-0.002488	-0.026829	-0.009975	0.000000	0.034146	-0.017500	0.012428	0.003661	0.011967	-0.003335	0.034161	-0.007302
0.095238	0.089552	0.153846	0.246753	0.185714	0.050000	0.108916	0.128726	0.087281	0.094492	0.125144	-0.001657	0.014074	0.039366	-0.005462	0.008785	0.028160	-0.007120	-0.680679	-0.582653	-0.804565	-0.629209	-0.525211	-0.592386	-0.651750	-0.544843	-0.786859	-0.595615	-0.482198	-0.555454	-0.009950	-0.017032	-0.002488	-0.002500	0.028846	-0.007557	0.007274	0.006623	-0.006471	-0.005235	0.028868	-0.007119
