5.7	2918.3	40.7	7.1	5290.8	40.4	7.1	1616.8	40.7	6.9	2133.0	39.1	7.6	1576.2	42.8	9.5	924.1	38.7
5.8	2908.7	39.4	7.2	5312.2	40.3	7.8	1616.9	40.0	6.9	2138.2	38.6	6.8	1584.1	41.0	9.8	921.7	38.4
5.5	2924.8	40.5	7.0	5344.6	40.3	7.1	1628.6	40.2	6.8	2155.0	39.2	6.5	1595.0	42.1	9.7	926.2	38.4
4.8	2923.7	40.4	6.9	5305.9	40.1	6.4	1636.4	40.1	6.1	2165.7	39.0	6.1	1607.4	41.9	8.8	932.7	38.9
5.0	2943.8	40.6	7.4	5307.3	40.3	6.4	1644.9	40.3	6.0	2185.9	39.1	6.6	1622.2	42.2	9.8	935.5	38.9
5.6	2961.4	41.5	7.9	5283.5	40.6	7.4	1644.0	41.0	7.0	2190.1	39.8	8.0	1622.8	42.6	10.7	938.7	40.3
5.1	2928.6	40.8	7.8	5182.0	39.9	7.1	1641.0	40.0	6.8	2168.8	39.0	7.5	1606.5	42.1	9.4	927.4	39.4
4.8	2937.8	41.5	7.9	5196.0	40.5	7.1	1638.5	41.3	6.7	2194.0	40.2	7.2	1605.0	42.9	8.9	934.5	40.0
4.7	2944.0	41.2	8.0	5249.3	40.9	6.6	1652.5	41.4	6.5	2217.1	40.1	6.8	1621.1	43.1	8.0	950.9	40.6
4.5	2939.3	41.4	7.9	5260.7	40.9	6.4	1660.0	41.1	6.3	2215.8	40.2	6.5	1630.3	44.0	7.5	952.5	40.2
4.3	2953.7	41.3	7.8	5321.5	41.6	6.5	1662.4	41.5	6.5	2220.9	40.4	6.4	1630.1	44.0	7.2	953.5	40.6
4.4	2966.6	42.1	8.0	5346.7	42.2	6.6	1662.4	41.6	6.3	2218.7	40.7	6.6	1628.8	44.0	7.5	952.7	41.1
5.3	2906.4	41.1	9.0	5266.2	41.0	7.4	1637.9	40.9	7.5	2166.5	39.9	8.1	1591.2	43.0	9.0	936.6	39.6
7.5	2912.4	41.0	8.6	5301.7	40.9	7.8	1643.8	40.8	7.3	2176.1	40.0	7.7	1597.6	42.4	8.8	940.1	39.7
7.1	2940.4	41.1	8.3	5379.8	40.8	7.0	1654.1	41.0	6.9	2216.0	39.9	7.3	1606.5	42.8	8.3	945.9	39.9
6.5	2957.2	40.5	8.1	5346.0	40.3	6.3	1665.3	40.7	6.2	2223.0	39.6	7.0	1620.2	42.2	7.7	954.9	39.5
6.5	2979.5	41.2	8.3	5352.3	40.7	6.5	1676.5	41.2	6.0	2242.0	40.4	7.3	1631.4	42.4	8.8	960.7	40.4
7.4	2995.0	41.9	9.0	5342.4	40.9	7.7	1674.4	41.4	7.1	2249.5	40.7	9.2	1635.8	42.3	10.3	961.1	40.6
7.1	2991.2	41.3	9.0	5256.0	40.2	7.3	1671.7	40.8	6.8	2235.1	40.0	9.0	1622.0	41.8	9.0	951.9	39.8
6.9	2999.8	41.3	9.0	5246.6	40.4	7.1	1677.7	41.3	6.5	2251.8	40.5	8.5	1618.6	42.4	8.9	962.9	40.6
6.6	3013.3	41.6	9.0	5334.9	40.5	6.5	1681.4	41.4	6.2	2277.0	39.9	8.2	1632.2	42.3	7.9	970.8	40.4
6.6	3035.4	41.7	7.4	5387.5	40.8	6.2	1700.0	41.5	5.9	2294.4	40.9	7.3	1644.4	42.8	7.5	977.1	40.7
6.4	3048.8	41.9	7.4	5451.3	41.7	6.4	1702.8	41.9	6.2	2300.1	40.9	7.1	1647.0	43.0	6.9	979.2	41.0
