42.4	3579.5	41.2	6388.8	41.3	1863.2	41.0	2577.0	43.7	1837.2	41.1	1102.8
42.3	3606.4	41.7	6404.9	41.8	1871.2	40.9	2588.9	44.1	1846.1	40.9	1111.6
42.3	3624.0	41.9	6398.2	41.4	1868.7	41.3	2595.2	43.8	1853.5	40.9	1105.9
42.0	3596.0	41.2	6299.8	41.2	1861.8	40.3	2567.0	43.7	1845.1	40.5	1094.6
42.2	3618.9	41.6	6322.8	41.6	1861.9	41.4	2588.0	44.5	1845.4	41.1	1112.2
42.5	3646.8	41.9	6439.0	42.3	1875.4	41.5	2611.3	44.5	1868.2	42.1	1117.8
42.2	3662.2	41.9	6463.9	42.1	1885.5	41.3	2620.5	44.5	1873.4	41.9	1122.5
42.5	3686.8	42.2	6525.7	42.7	1891.8	41.8	2631.3	44.5	1881.8	42.1	1125.5
43.6	3721.9	42.9	6601.1	42.9	1895.4	42.5	2641.4	45.0	1890.8	43.0	1131.3
42.0	3639.0	42.0	6518.9	42.3	1860.9	41.1	2563.6	43.9	1843.4	41.2	1109.5
41.6	3660.6	41.6	6578.4	41.8	1869.7	40.8	2579.8	44.0	1858.5	41.3	1115.4
41.8	3694.0	41.6	6628.6	41.8	1884.1	41.1	2605.8	44.6	1870.9	41.3	1119.6
41.0	3698.2	40.9	6598.5	41.5	1903.5	39.7	2623.8	43.1	1890.7	40.3	1132.0
42.2	3730.5	41.8	6608.7	42.2	1908.7	40.6	2645.1	44.2	1901.6	41.4	1137.8
42.2	3757.6	41.8	6618.5	42.5	1913.6	40.9	2651.2	44.2	1903.4	41.5	1135.8
41.9	3730.3	41.4	6518.6	41.9	1889.2	39.8	2628.6	44.3	1886.8	41.0	1126.0
41.5	3759.1	41.7	6521.5	42.3	1894.4	40.7	2646.2	44.1	1886.1	41.6	1139.3
41.3	3777.4	41.0	6630.7	42.4	1907.7	38.5	2665.7	43.2	1903.1	40.9	1143.3
41.8	3790.5	41.9	6691.5	42.1	1910.3	40.4	2672.6	44.3	1896.0	42.0	1146.2
41.8	3815.3	42.1	6758.8	42.9	1915.5	40.8	2684.1	43.9	1899.9	41.7	1147.3
42.8	3837.2	43.0	6832.6	42.9	1919.8	41.2	2694.1	44.7	1907.0	42.5	1151.8
41.6	3731.7	42.2	6693.1	42.2	1883.8	40.7	2603.3	43.9	1866.2	41.5	1127.4
40.8	3763.3	42.1	6772.6	41.7	1895.4	40.2	2627.0	43.3	1879.0	41.1	1132.3
41.4	3791.1	42.2	6825.6	42.1	1910.8	40.4	2654.4	43.3	1888.2	41.2	1143.5
