2084713	1290553	2066739	2941282	1975597	955862
2041284	1327068	2150475	2772344	1960194	929083
2191209	1340653	2214895	2805781	1982282	970838
2195243	1337414	2211106	2832707	2071096	997901
2366160	1366634	2361641	2872647	2130657	1056734
2368731	1382845	2388234	3087202	2215647	1081470
2373956	1339134	2286410	3161678	2262770	1094294
2508032	1406790	2482851	3261451	2241168	1149304
2334437	1379732	2292004	3217903	2349368	1082993
2375768	1378550	2318637	3029604	2122807	1077481
2114611	1377828	2207882	2862967	2226430	1041856
2060354	1320465	2205270	2822511	2162759	1009218
2022807	1295002	2081645	2889562	2145950	1014918
1954264	1266833	2084558	2827566	2042172	956062
2057001	1278338	2175783	2782305	2101898	952992
2139295	1318958	2216702	2809220	2053433	993957
2396451	1390291	2437831	2972187	2179431	1073988
2124114	1384850	2346969	3144477	2275253	1093889
2274839	1353490	2393047	3026626	2195726	1134231
2437457	1411818	2263280	3212379	2352142	1153273
2248617	1353918	2308467	3099070	2380737	1114369
2350376	1333352	2309340	2958665	2186212	1122530
2098344	1347622	2294853	2921479	2273156	1130977
2031390	1337796	2168239	2822433	2254675	1068977
2100749	1315376	2213853	2814031	2246515	1052091
2082143	1280144	2146785	2838017	2212574	987556
2192769	1305309	2259501	2843186	2151882	1051756
2172490	1340644	2210564	2892985	2221072	1060745
2297291	1352983	4428371	3069047	2235771	1087820
2408989	1340732	2368970	3139949	2329083	1128706
2294661	1416192	2349434	3217782	2324730	1181333
2450774	1396066	2515686	3347295	2414677	1197616
2378846	1328818	2422585	3252843	2221895	1171766
2359685	1285682	2423541	3144937	2363265	1129245
2190491	1272589	2391523	3299775	2372042	1172878
2142584	1247950	1938575	2306480	2218067	840289
2261504	1257748	2350099	2850672	2328441	1088025
2170526	1276414	2340446	3113375	2212349	1069028
2271639	1320955	2394473	3100970	2242250	1138344
2260721	1339140	2445165	3054884	2377551	1077015
2494308	1405352	2589463	3252228	2268540	1142280
2518712	1352291	2517948	3524071	2430797	1252070
2528677	1363643	2570831	3794014	2391954	1256814
